agreed|d'accordo|6|2.00
agreed?|d'accordo?|6|2.00
okay|d'accordo|6|2.00
okay?|d'accordo?|6|2.00
where would you like to drink some wine?|dove vorrebbe bere del vino?|6|2.00
at the restaurant|al ristorante|6|2.00
but later|ma più tardi|6|2.00
not now|non addesso|6|2.00
now|addesso|6|2.00
where would you like to drink some beer?|dove vorrebbe bere della birra?|6|2.00
I would like two beers?|dove vorrei bere due birre?|6|2.00
I would like drink something|vorrei bere qual cosa|6|2.00
street|la via|6|2.00
avenue|il viale|6|2.00
Where is Via Veneto?|Dove Via Veneto?|6|2.00
Where is Viale Ludivico?|Dove Viale Ludivico?|6|2.00
city square|la piazza|6|2.00
here|qui|6|2.00
there|lì|6|2.00
it is|è|6|2.00
it is here|è qui|6|2.00
it is not here|non è qui|6|2.00
it is over there|è lì|6|2.00
is it here?|è qui?|6|2.00
the street is here but the avenue is there|la via è qui ma il viale è lì|6|2.00
I want|io voglio|6|2.00
I want to eat|io voglio mangiare|6|2.00
I want to eat something|io voglio mangiare qual cosa|6|2.00
I would like to eat something|io vorrei mangiare qual cosa|6|2.00
you would like to eat something|lei vorrebbe mangiare qual cosa|6|2.00
would you like to eat something?|lei vorrebbe mangiare qual cosa?|6|2.00
would you like to drink something?|lei vorrebbe bere qual cosa?|6|2.00
I don't know (it)|non lo so|6|2.00
I know|io so|6|2.00
I know (it)|io lo so|6|2.00
you know (tu)|tu sai|6|2.00
she knows|lei sa|6|2.00
we know|noi sappiamo|6|2.00
you know|voi sapete|6|2.00
they know|loro sanno|6|2.00
to drink|bere|6|2.00
I drink|io bevo|6|2.00
you drink (tu)|tu bevi|6|2.00
she drinks|lei beve|6|2.00
we drink|beviamo|6|2.00
they drink|bevono|6|2.00
I am American|sono americano|6|2.00
Would you like to drink some beer?|vorrebbe bere della birra?|6|2.00
Would you like to drink some wine?|vorrebbe bere del vino?|6|2.00
I would like to drink some wine|vorrei bere del vino|6|2.00
you understand|lei capisce|6|2.00
I understand|io capisco|6|2.00
I don't understand|io non capisco|6|2.00
I understand a little|io capisco un po'|6|2.00
I understand Italian|io capisco l'italiano|6|2.00
I understand a little Italian|io capisco un po' l'italiano|6|2.00
yes miss|sì signorina|6|2.00
do you understand Italian?|lei capisce l'italiano?|6|2.00
are you American?|Lei americano?|6|2.00
English (language)|l'inglese|6|2.00
English (adj)|inglese|6|2.00
not very well|non molto bene|6|2.00
but no|ma no|6|2.00
but|ma|6|2.00
how are you? (formal)|come sta?|6|2.00
very well|molto bene|6|2.00
and you? (formal)|e lei?|6|2.00
and you? (inf)|e tu?|6|2.00
what time does the bank open?|a che ora apre la banca?|6|2.00
at 8:30|alle otto e mezzo|6|2.00
what time does it close?|a che ora chiude?|6|2.00
what time do you close?|a che ora chiude?|6|2.00
the bank closes at 13:20|la banca chiude alle tredici e venti|6|2.00
what time do the shops open in the morning?|a che ora aprono i negozi la mattina?|6|2.00
not at all|di niente|6|2.00
no problem|di niente|6|2.00
what time does the movie start?|a che ora comincia il film?|6|2.00
the film starts at 21|il film comincia alle 21|6|2.00
thanks a lot|grazie tante|6|2.00
thanks a lot|grazie mille|6|2.00
I don't understand.|Io non capisco.|6|2.00
Could you speak slower.|Può parlare più lentamente.|6|2.00
Would you write that down please.|Lo puo' scrivere.|6|2.00
Could you explain that please.|Me lo puo' spiegare.|6|2.00
How is that pronounced?|Come si pronuncia?|6|2.00
I have forgotten the word for...|Ho dimenticato come si dice...|6|2.00
How do you say that in Italian/English?|Come si dice in Italiano / Inglese?|6|2.00
What does that mean?|Cosa significa?|6|2.00
Can you repeat that.|Può ripeterlo.|6|2.00
It's a bit like...|E' un po' come...|6|2.00
It's a sort of...|E' una specie di...|6|2.00
It's as small/big as...|E' piccolo / grande come...|6|2.00
It's shorter/longer than...|E' piu' corto / lungo di...|6|2.00
What is it?|Che cos'è?|6|2.00
I want a black pen|vorrei una penna nera|6|2.00
notebook|il quaderno|6|2.00
eraser|la gomma|6|2.00
ruler (measurement)|il righello|6|2.00
some blank sheets of paper|dei fogli bianchi|6|2.00
at the pool|in piscina|6|2.00
what languages do you speak?|che lingue parli?|6|2.00
la lingua|language|6|2.00
postcard|la cartolina|6|2.00
letter|la lettera|6|2.00
email|la e-mail|6|2.00
message|il messaggio|6|2.00
ticket|il biglietto|6|2.00
exercises|gli esercizi|6|2.00
exercise|lo esercizo|6|2.00
words|le parole|6|2.00
word|la parola|6|2.00
book|il libro|6|2.00
notebook|il quaderno|6|2.00
door|la porta|6|2.00
window|la finestra|6|2.00
suitcase|la valigia|6|2.00
one franc|un franco|6|2.00
two francs|due franchi|6|2.00
there are many beautiful pictures|ci sono quadri molto belli|6|2.00
picture/painting|quadro|6|2.00
pictures|quadri|6|2.00
there are pictures|ci sono quadri|6|2.00
there are many beautiful pictures on the walls|ci sono quadri molto belli alle pareti|6|2.00
nice party|bella festa|6|2.00
who is that girl?|chi è quella ragazza?|6|2.00
she is a German girl|lei è una ragazza tedesca|6|2.00
German|tedesco|6|2.00
wait a minute|aspetta un momento|6|2.00
true?|vero?|6|2.00
French|francese|6|2.00
I start|io comincio|6|2.00
course|il corso|6|2.00
course with Professor Paolini|il corse con la professoressa Paolini|6|2.00
we are in the same class|siamo nella stessa classe|6|2.00
what's your name? (inf)|come ti chiami?|6|2.00
what nationality are you? (inf)|di che nazionalità sei?|6|2.00
where are you from? (inf)|di dove sei?|6|2.00
this is Ingrid|questa è Ingrid|6|2.00
she is here to study Italian|lei è qui per studiare l'italiano|6|2.00
why are you in Italy? (inf)|perchè sei in Italia?|6|2.00
I am here to study Italian|sono qui per studiare l'italiano|6|2.00
I am an architecture student|sono studente di architettura|6|2.00
and what do you do?|e tu che fai?|6|2.00
I am a shopgirl in a big department store|sono commessa in un grande magazzino|6|2.00
Daniel is a history teacher in high school|Daniel è insegnante di storia al liceo|6|2.00
in high school|al liceo|6|2.00
high school|il liceo|6|2.00
history|la storia|6|2.00
teacher (m)|il insegnante|6|2.00
teacher (f)|la insegnante|6|2.00
really good|veramente bravo|6|2.00
still|ancora|6|2.00
again|ancora|6|2.00
children|i ragazzi|6|2.00
I am from Barcelona|sono di Barcellona|6|2.00
are you from London? (tu)|tu sei di Londra?|6|2.00
I am Spanish (f)|sono spagnola|6|2.00
I am Swiss (m)|sono svizzero|6|2.00
I am Swiss (m)|sono svizzero|6|2.00
I'm sorry|mi dispiace|6|2.00
do you have a pen?|ha una penna?|6|2.00
foreigner|il straniero/a|6|2.00
Japanese|giopponese|6|2.00
Russian|russo/a|6|2.00
a German friend (m)|un amico tesdesco|6|2.00
a Greek friend (f)|un'amica greca|6|2.00
many friends|molti amici|6|2.00
few friends|pochi amici|6|2.00
from Paris|di Parigi|6|2.00
from Zurigo|di Zurich|6|2.00
we are in Rome|siamo a Roma|6|2.00
in Milan|a Milano|6|2.00
In Italy|in Italia|6|2.00
oon the table|sul tavolo|6|2.00
nel cassetto|in the drawer|6|2.00
in the bag/purse|nella borsa|6|2.00
in the portfolio|nel portafoglio|6|2.00
on the second floor|al secondo piano|6|2.00
on foot|a piedi|6|2.00
I take the bus|prendo l'autobus|6|2.00
usually I take the bus|di solito prendo l'autobus|6|2.00
There has been a accident.|C'è stato un incidente.|6|2.00
We must call the police.|Dobbiamo chiamare la polizia.|6|2.00
We must phone for an ambulance.|Dobbiamo telefonare per un'ambulanza.|6|2.00
How did the accident happen?|Come è successo l'incidente?|6|2.00
Was he going fast?|Andava veloce?|6|2.00
Do you have your driving license?|Ha la sua patente?|6|2.00
Do you have your insurance certificates?|Ha il suo certificato di assicurazione?|6|2.00
Were there any witnesses?|C'erano dei testimoni?|6|2.00
I witnessed it happening.|L'ho visto succedere.|6|2.00
It wasn't my fault.|Non è stata colpa mia.|6|2.00
It wasn't his right of way.|Non aveva la precedenza.|6|2.00
I crashed into the truck.|Ho bocciato contro il camion.|6|2.00
The accident happened at the crossroads.|L'incidente è successo all'incrocio.|6|2.00
When does the next plane for London leave?|Quando parte il prossimo aereo per Londra?|6|2.00
Is there a flight to New York this evening?|C'è un volo per New York questa sera?|6|2.00
I would like a seat in the non-smoking section.|Vorrei un posto nel reparto non fumatori.|6|2.00
Is there a coach to the airport?|C'è un autobus per l'aeroporto?|6|2.00
Is the plane due to leave on time?|Partirà in orario l'aereo?|6|2.00
I would like to change flights.|Vorrei cambiare volo.|6|2.00
Can you confirm the time of arrival for the plane from Perth?|Può confermarmi l'orario di arrivo dell'aereo proveniente da Perth?|6|2.00
Can you confirm the time of departure for the plane to Quebec?|Può confermarmi l'orario di partenza dell'aereo per Quebec?|6|2.00
Fasten your seat belts.|Allacciate le cinture.|6|2.00
Where is the duty free shop?|Dov'è il duty free?|6|2.00
Where can I get a taxi?|Dove posso prendere un taxi?|6|2.00
No entry.|Vietato entrare.|6|2.00
Go straight on.|Avanti.|6|2.00
Follow this road.|Segua la strada.|6|2.00
I have broken down.|Ho un guasto.|6|2.00
I have run out of petrol / gas.|Ho terminato la benzina.|6|2.00
I have got a puncture.|Ho forato.|6|2.00
The battery is flat.|La batteria è scarica.|6|2.00
The engine won't start.|Il motore non parte.|6|2.00
Twenty litres of unleaded.|Venti litri senza piombo.|6|2.00
Fill the tank up.|Il pieno.|6|2.00
Please check the oil level.|Controlli il livello dell'olio.|6|2.00
Please check the water level.|Controlli il livello dell'acqua.|6|2.00
Please check the tires.|Controlli le gomme.|6|2.00
Please check the battery.|Controlli le batterie.|6|2.00
Please switch the engine off.|Spenga il motore.|6|2.00
Do you have room for a tent?|C'è posto per una tenda?|6|2.00
Do you have room for a caravan?|C'è posto per un caravan?|6|2.00
We would like to stay three nights.|Vorremmo rimanere tre notti.|6|2.00
We would like to stay until next Sunday.|Vorremmo rimanere fino a domenica prossima.|6|2.00
Where's the toilet/shower block?|Dov'è il bagno/le docce?|6|2.00
Where are the dustbins?|Dove sono le pattumiere?|6|2.00
Is there a shop on the camp site?|C'è un negozio nel campeggio?|6|2.00
Where can I get bottles of Camping Gaz?|Dove posso comprare bombole di gas da campeggio?|6|2.00
Is there an electric connection for our caravan?|C'è una presa elettrica per il nostro caravan?|6|2.00
Where would you like to go?|Dove ti piacerebbe andare?|6|2.00
How about going to the cinema?|Cosa ne dici di andare al cinema?|6|2.00
